News,Fake
"['economi', 'weak', 'rais', 'incom', 'level']",1
"['john', ""mccain'"", 'health', 'care', 'plan', 'guarante', 'coverag', 'cancer', 'screen', 'matern', 'care']",1
"['say', 'dick', 'cheney', 'support', 'gay', 'marriag', 'soonerthan', 'hillari', 'clinton']",1
"['9/11', 'terrorist', 'attack', 'ground', 'commerci', 'air', 'traffic', 'temperatur', 'drop', 'airplan', 'werent', 'fli', 'week', 'afterward']",0
"['state', 'report', 'project', 'approxim', 'half', 'public', 'employe', 'would', 'live', 'outsid', 'municip', 'boundari', 'decad', 'state', 'ban', 'local', 'resid', 'requir']",0
"['annual', 'gross', 'domest', 'product', 'metro', 'atlanta', 'bigger', '28', 'state', 'union']",1
"['per-stud', 'k', '12', 'state', 'fund', 'portland', 'public', 'school', 'dip', '036', '2007-2008', 'school', 'year', '644', '2010-2011', 'school', 'year']",1
"['say', 'russ', 'feingold', 'campaign', 'power', 'small-dollar', 'contribut', 'like']",1
"['say', 'mitt', 'romney', 'georg', 'allen', 'would', 'overturn', 'roe', 'v', 'wade', 'allow', 'state', 'end', 'safe', 'legal', 'abort', 'even', 'case', 'rape', 'incest', 'woman', 'life', 'risk']",1
"['2006', 'charli', 'crist', 'oppos', 'in-stat', 'tuition', 'illeg', 'immigr']",1
"['1978', 'student', 'work', 'minimum-wag', 'summer', 'job', 'could', 'afford', 'pay', 'year', 'full', 'tuition', '4', 'year', 'public', 'univers', 'choic']",1
"['say', 'sherrod', 'brown', 'vote', 'cut', 'medicar', 'billion', 'order', 'fund', 'government-run', 'health', 'care']",0
"['wisconsin', '6.2', 'percent', 'popul', 'black', 'yet', '24', 'percent', 'state', 'abort', 'african-american']",1
"['say', 'rick', 'perri', 'told', 'student', 'couldnt', 'attend', 'gubernatori', 'forum', 'due', 'schedul', 'conflict', 'forum', 'day', 'tweet', 'hed', 'run', 'dog']",1
"[""fred'"", 'never', '100', 'percent', 'record', 'right-to-lif', 'senat', 'career', 'record', 'reflect', 'support', 'human', 'life', 'amend', 'amaz', ""that'"", 'part', 'republican', 'platform', 'sinc', '1980']",1
"['1928', 'school', 'board', 'sent', 'home', 'letter', 'children', 'say', 'al', 'smith', 'elect', 'presid', 'allow', 'read', 'bibl']",1
"['usual', 'month', 'get', 'health', 'coverag', ""florida'"", 'program', 'reduc', 'averag', 'month']",0
"['same-sex', 'marriag']",0
"['ohio', 'judg', 'compar', 'similar', 'state', 'woefulli', 'underpaid']",1
"['louisiana', 'sen', 'mari', 'landrieu', 'receiv', 'almost', '8', 'million', 'bp', 'last', 'decad']",0
"['compar', 'presid', 'obama', 'presid', 'reagan', 'rush', 'home', 'santa', 'barbara', 'vacat', 'reagan', 'ranch', 'korean', 'jetlin', 'shot', 'air', 'russian']",0
"['american', 'increasingli', 'want', 'afford', 'care', 'act', 'repeal']",0
"['support', 'tort', 'reform', 'regard', 'secur', '...', 'product', 'liabil', '...', 'interst', 'commerc']",1
"['say', 'state', 'sen', 'morgan', 'carrol', 'vote', 'made', 'easier', 'sue', 'doctor', 'small', 'busi', 'even', 'nurs', 'put', 'shadi', 'interest', 'first']",0
"['say', 'vaccin', 'prevent', 'hpv', 'caus', 'mental', 'retard']",0
"['far', 'differ', 'pictur', 'prior', 'eight', 'year', 'saw', '115', 'increas', 'tax', 'fee']",1
"['mexico', 'receiv', 'approxim', 'billion', 'year', 'remitt', 'mexican', 'nation', 'work', 'unit', 'state', 'major', 'amount', 'come', 'illeg', 'alien']",1
"['there', 'big', 'chunk', 'countri', 'think', 'soft', 'wall', 'street']",1
"['congression', 'budget', 'offic', 'nonpartisan', 'offic', 'analysi', 'said', 'pass', 'comprehens', 'immigr', 'reform', 'reduc', 'feder', 'deficit', 'billion', 'next', 'decad']",1
"['barack', 'obama', 'oppos', 'bill', 'would', 'save', 'gianna', ""jessen'"", 'life']",0
"['2001', 'former', 'feder', 'reserv', 'chairman', 'alan', 'greenspan', 'justifi', 'increas', 'spend', 'cut', 'tax', 'say', 'realli', 'need', 'pay', 'debt']",0
"['dekalb', 'counti', 'recogn', 'recent', 'year', 'one', 'best', 'sheriff', 'depart', 'nation']",1
"['say', 'joe', 'strau', 'co-author', 'bill', 'would', 'allow', 'plan', 'parenthood', 'control', 'public', 'school', 'sex', 'educ']",0
"['say', 'glenn', 'nye', 'vote', 'lock', 'step', 'nanci', 'pelosi', '83', 'percentof', 'time']",0
"['dont', 'think', 'argument', 'credibl', 'made', 'unit', 'state', 'america', 'undertax', 'compar', 'competitor']",0
"['say', 'elect', 'propos', 'would', 'allow', 'potenti', '168', 'hour', 'earli', 'vote', 'think', 'weve', 'ever']",1
"['member', 'public', 'charg', 'hear', 'gov', 'scott', 'walker', 'dozen', 'member', 'administr', 'talk', 'job', 'economi', 'lambeau', 'field']",1
"['2000', '2010', 'illeg', 'immigr', 'popul', 'texa', 'increas', '60', 'percent', 'california', 'florida', 'increas']",1
"['sen', 'obama', 'made', 'argument', 'critic', 'back', 'novemb', '2006']",1
"['weve', 'got', 'close', '7', 'million', 'american', 'access', 'health', 'care', 'first', 'time', 'medicaid', 'expans']",0
"['say', 'half', 'american', 'dont', 'pay', 'incom', 'tax']",1
"['africa', 'child', 'die', 'everi', 'minut', 'malaria']",1
"['hate', 'speech', 'exclud', 'protect', 'first', 'amend']",0
"['top', '1', 'percent', 'income-earn', 'pay', '40', 'percent', 'tax', 'feder', 'govern']",0
"['say', 'mitt', 'romney', '89', 'million', 'american', 'could', 'deni', 'coverag', 'pre-exist', 'condit']",1
"['obama', 'spent', 'billion', 'bring', 'electr', 'africa', 'fail', 'miser']",0
"['peopl', 'kill', 'unit', 'state', 'last', 'year', 'taint', 'food', 'u', 'troop', 'kill', 'iraq', 'afghanistan', 'sinc', 'war', 'began']",0
"['must', 'list', 'gun', '2010', 'tax', 'return']",0
"['rev', 'rick', 'warren', 'call', 'christian', 'advanc', 'social', 'gospel', 'marxist']",0
"['women', 'florida', 'make', '83', 'cent', 'everi', 'dollar', 'man', 'make']",1
"['common', 'core', 'put', 'togeth', 'depart', 'educ', 'washington', 'put', 'togeth', 'governor', 'state']",1
"['say', 'jeb', 'bush', 'doesnt', 'believ', 'path', 'citizenship', 'one', 'time', 'longer']",1
"['medicar', 'drug', 'program', 'result', 'program', 'come', '40', 'percent', 'budget', '. ...', 'reason', 'design', 'right']",1
"['say', '8,000', 'peopl', 'support', 'campaign', 'volunt', 'donor', 'advisor', 'endors']",1
"['marco', 'rubio', 'support', 'earmark', 'ban', '2002', 'alon', 'request', '37', 'earmark', 'worth', 'million']",1
"['rick', 'santorum', 'reform', 'welfar']",1
"['seminol', 'gambl', 'compact', 'offer', 'billion', 'guarante', 'revenu', 'largest', 'share', 'state', 'histori']",1
"['provis', 'econom', 'stimulu', 'plan', 'mean', 'student', 'cannot', 'meet', 'togeth', 'dorm', 'dorm', 'repair', 'feder', 'money', 'prayer', 'group', 'bibl', 'studi']",0
"['presid', 'obama', 'said', '22', 'time', 'could', 'author', 'immigr', 'reform', 'execut', 'order']",1
"['right', 'everi', 'singl', 'one', 'oil', 'compani', 'today', 'dozen', 'other', 'drill', 'free', 'gulf', 'mexico', 'leas', 'cost', 'american', 'taxpay', 'billion', 'lost', 'royalti']",1
"['busi', 'format', 'still', 'rise', 'ohio', 'far', '2011', 'weve', 'assist', 'w', '44,443', 'new', 'busi', 'file']",1
"['obama', 'administr', 'notifi', 'poland', 'czech', 'republ', 'cancel', 'major', 'missile-defens', 'facil', 'last', 'minut', 'midnight', 'phone', 'call']",1
"['2008', 'mandel', 're-elect', 'second', 'term', 'repres', 'district', '2:1', 'democrat', 'republican', 'voter', 'ratio']",1
"['obama', 'iraq', 'year']",1
"['audit', 'last', 'censu', 'found', '370,000', 'peopl', 'live', 'texa', 'count', 'state', 'lost', 'estim', 'billion', 'feder', 'fund', 'result']",0
"['say', 'presid', 'barack', 'obamasown', 'administr', 'done', 'five', 'environment', 'impact', 'assess', 'keyston', 'xl', 'pipelin', 'said', 'would', 'minimum', 'impact', 'environ']",1
"['everi', 'time', 'put', 'ballot', 'issu', 'cost', 'million', 'dollar']",1
"['plan', 'incorpor', 'idea', 'mani', 'peopl', 'room', 'tonight', 'democrat', 'republican']",0
"['say', 'citi', 'leadership', 'threaten', 'lay', 'polic', 'emerg', 'servic', 'personnel', 'balanc', 'budget']",0
"['cut', 'local', 'govern', 'school', 'fund', 'john', 'kasich', 'budget', 'caus', 'mani', 'commun', 'seek', 'school', 'levi', 'local', 'tax', 'increas', 'layoff']",1
"['one', 'everi', 'three', 'automobil', 'fatal', 'attribut', 'alcohol']",1
"['clear', 'major', 'republican', 'voter', 'think', 'deficit', 'reduct', 'packag', 'balanc', 'approach', 'includ', 'revenu']",0
"['say', 'republican-drawn', 'map', 'propos', 'u', 'hous', 'district', 'texa', 'gerrymand', 'nine', 'million', 'latino', 'texa', 'make', 'sure', 'elector', 'opportun', '1991']",1
"['million', 'peopl', 'could', 'get', 'health', 'insur', 'right', 'away', 'texa', 'expand', 'medicaid', 'obamacar']",1
"['texa', 'public', 'school', 'spend', 'averag', '000', 'per', 'pupil', 'per', 'year']",0
"['new', 'republican', 'litmu', 'test', 'would', 'result', 'gop', 'kick', 'ronald', 'reagan']",1
"['say', 'markkirk', 'call', 'mass', 'arrest', '18,000', 'african', 'american', 'andwa', 'appar', 'fine', 'trump', 'stilltooracist', 'call', 'mass', 'deport']",0
"['warren', 'buffett', 'call', 'credit', 'default', 'swap', 'financi', 'weapon', 'mass', 'destruct', 'green', 'first', 'individu', 'use']",1
"['gov', 'john', 'kasich', 'budget', 'propos', 'top', 'one', 'percent', 'ohio', 'pay', '000', 'less', 'incom', 'tax', 'year', 'ohio', 'work', 'middl', 'class', 'famili', 'pay']",1
"['treati', 'tripoli', 'sign', 'presid', 'john', 'adam', 'outreach', 'muslim']",1
"['averag', 'age', 'plane', 'qatar', 'airway', 'fleet', 'four', 'year', 'delta', 'air', 'line', 'fli', 'plane', '35', 'year', 'old']",0
"['put', 'lid', 'iran', 'nuclear', 'program', 'without', 'fire', 'singl', 'shot']",1
"['say', 'syrian', 'refuge', 'vet', 'fbi', 'even', 'told']",0
"['u', 'embassi', 'celebr', 'america', 'independ', 'june', '4th', 'order', 'accommod', 'muslim']",1
"['murder', 'rate', 'atlanta', 'rise', 'year']",1
"['40,000', 'troop', 'still', 'station', 'afghanistan', 'clear', 'object', 'even', 'best', 'case', 'end', 'year', 'least', '10,000', 'american', 'soldier', 'still', 'ground']",1
"['medicar', 'premium', 'support', 'back', 'republican', 'vice', 'presidenti', 'candid', 'paul', 'ryan', 'voucher']",0
"['even', 'today', 'part', 'romney', 'fortun', 'invest', 'china']",1
"['tom', 'wolf', 'watch', 'tax', 'high', 'kill', '100,000', 'pa', 'job']",0
"['addit', '1', 'percent', 'sale', 'tax', 'would', 'cost', 'typic', 'household', 'hillsborough', 'counti', 'approxim', 'month']",1
"['georg', 'allencast', 'decid', 'votefor', '2003bushtax', 'cut']",0
"['governor', 'florida', 'defund', 'plan', 'parenthood']",1
"['german', 'citizen', 'disarm', 'govern', 'late', '1930', 'allow', 'nazi', 'carri', 'evil', 'intent', 'rel', 'littl', 'resist']",0
"['texa', 'nation', 'highest', 'rate', 'highest', 'number', 'uninsur']",1
"['say', 'oregon', 'limit', 'budget', 'growth', 'rate', 'popul', 'growth', 'plu', 'rate', 'inflat', 'state', 'all-fund', 'budget', 'would', 'billion', 'today', 'billion']",1
"[""mccain'"", 'energi', 'plan', 'single-answ', 'proposit', 'new', 'domest', 'oil', 'drill']",0
"['feder', 'health', 'care', 'law', 'enact', 'florida', 'parent', '...', 'abl', 'purchas', 'inexpens', 'child-onli', 'coverag', 'children', 'law', 'consum', 'protect', 'elimin', 'choic', 'florida']",0
"['say', 'feder', 'dollar', 'gov', 'john', 'kasich', 'budget', 'plan', 'previou', 'state', 'budget']",0
"['congressadjourn', 'earliest', 'time', 'congression', 'histori', 'elect']",0
"['forty-six', 'cent', 'everi', 'dollar', 'ohio', 'could', 'get', 'medicaid', 'expans', 'go', 'come', 'china', 'countri', 'doesnt', 'like', 'us', 'much']",0
"['challeng', 'tim', 'tuggey', 'lobbyist', 'donat', '000', 'democrat', 'support', 'abort', 'same-sex', 'marriag']",0
"['congressman', 'nye', 'vote', 'bill', 'would', 'defund', '10', 'billion', 'ir', 'need', 'toimplement', 'health', 'care', 'legisl']",0
"['contrast', 'presid', 'barack', 'obama', 'act', 'presidenti', 'presid', 'ronald', 'reagan', 'would', 'never', 'go', 'oval', 'offic', 'without', 'jacket', 'that', 'much', 'rever', 'presid']",0
"['sequest', 'someth', 'ive', 'propos', 'someth', 'congress', 'propos']",0
"['32,000', 'peopl', 'die', 'gunviol', 'everi', 'year', 'yet', 'u', 'center', 'diseas', 'control', 'prevent', 'ban', 'research', 'way', 'prevent']",1
"['presid', 'obama', 'educ', 'solut', 'includ', 'effort', 'nation', 'curriculum']",0
"['cap-and-trad', 'bill', 'congress', 'prevent', 'sell', 'home', 'without', 'permiss', 'epa', 'administr']",0
"['greec', 'gdp', 'size', 'dallas-fort', 'worth', 'metroplex']",1
"['say', 'david', 'dewhurst', 'skip', 'nine', 'candid', 'forum', 'announc', 'u', 'senat', 'candidaci']",1
"['american', 'peopl', 'say', 'dont', 'touch', 'social', 'secur', 'dont', 'touch', 'medicar', 'dont', 'cut', 'defens', 'that', '84', 'percent', 'feder', 'budget']",1
"['trey', 'radel', 'even', 'qualifi', 'drive', 'lee', 'counti', 'school', 'bu', 'point', 'yet', 'occupi', 'seat', 'congress']",1
"['mani', 'great', 'scholar', 'say', 'anchor', 'babi', 'cover', '14th', 'amend']",1
"['trans-pacif', 'partnership']",0
"[""obama'"", 'ten', 'point', 'plan', 'chang', 'second', 'amendment.ban', 'manufactur', 'sale', 'possess', 'handgun']",0
"['texan', 'spend', '5', 'billion', 'gambl', 'neighbor', 'state', 'everi', 'year']",1
"['texa', 'outstrip', 'nation', 'poverti', 'rate', 'sinc', 'least', '1959']",1
"['weve', 'muslim', 'america', 'sinc', 'georg', 'washington']",1
"['say', 'berni', 'sander', 'oppos', 'requir', 'children', 'k', '12', 'educ']",0
"['alaska', 'attorney', 'gener', 'u', 'senat', 'candid', 'dan', 'sullivan', 'success', 'fought', 'protect', 'second', 'amend', 'right', 'pass', 'stand', 'ground']",0
"['abid', 'environment', 'protect', 'agenc', 'rule', 'mine', 'drill', 'take', 'caution', 'disturb', 'bodi', 'water', 'bare', 'bigger', 'puddl']",0
"['say', 'polit', 'oppon', 'brought', '100,000', 'protest', 'state']",0
"['rural', 'school', 'face', 'highest', 'dropout', 'rate', 'lowest', 'colleg', 'enrol', 'rate', 'lowest', 'averag', 'teacher', 'salari', '...']",1
"['jeb', 'bush', 'donald', 'trump', 'differ', 'immigr', 'spoiler', 'alert', 'dont']",0
"['white', 'hous', 'promis', 'us', 'spend', 'would', 'keep', 'unemploy', '8', 'percent']",0
"['say', 'mike', 'gallagh', 'plan', 'would', 'cut', 'social', 'secur', 'benefit', 'two-third', 'senior']",1
"['alaska', 'sen', 'lisa', 'murkowski', 'mark', 'begich', 'vote', 'much', '80', 'percent', 'time', 'togeth']",1
"['texa', '2', 'nation', 'new', 'gun', 'purchas', 'behind', 'california']",0
"['product', 'risen', '18', 'percent', '...', 'yet', 'wage', 'stay', 'flat', '...', '5', 'million', 'peopl', 'poverti', 'countri', '2000']",1
"['presid', 'gave', 'auto', 'compani', 'uaw']",0
"['richest', '80', 'peopl', 'world', 'wealth', 'bottom', 'half', 'global', 'popul']",1
"['1970', 'swine', 'flu', 'broke', '. . .', 'anoth', 'democrat', 'presid', 'jimmi', 'carter']",0
"['earth', 'warm', 'last', '17', 'year']",0
"['gov', 'palin', '...', 'somebodi', 'actual', 'believ', 'climat', 'chang', 'man-mad']",1
"['even', 'employe', 'union', 'ir', 'peopl', 'charg', 'enforc', 'law', 'beg', 'let', 'law']",0
"['act', '10', 'allow', 'milwauke', 'counti', 'save', 'money', 'million', 'short', 'need', 'fill', 'hole', 'left', 'million', 'cut', 'state', 'aid']",1
"['21', 'million', 'american', 'could', 'four-year', 'colleg', 'scholarship', 'money', ""we'v"", 'squander', 'iraq', '7.6-', 'million', 'teacher', 'could', 'hire', 'last', 'year', 'squander', 'money']",1
"['obama', 'administr', 'drill', 'produc', 'domest', 'energi', 'suppli', 'ever']",1
"['feder', 'law', 'requir', 'resid', 'particip', 'u', 'govern', 'american', 'commun', 'survey']",1
"['deploy', 'texa', 'nation', 'guard', 'texas-mexico', 'border', 'polici', 'work', 'apprehens', 'border', 'declin', '74', 'percent']",0
"['sinc', 'world', 'war', 'ii', 'gerald', 'ford', 'bill', 'clinton', 'wors', 'rate', 'seven', 'month', 'presid', 'obama']",1
"['barack', ""obama'"", 'health', 'care', 'propos', 'got', 'health', 'care', 'plan', 'like', 'keep']",1
"['feder', 'inquiri', 'corrobor', 'hillari', 'clinton', 'whitewat', 'next', 'day', 'noth', 'media']",1
"['democrat', 'parti', 'oldest', 'continu', 'polit', 'parti', 'world']",1
"['major', 'immigr', 'issu', 'pole', 'bulgarian', 'romanian', 'werent', 'contribut', 'econom', 'unemploy', 'rate', 'among', 'pole', 'britain', 'lower', 'unemploy', 'rate', 'among', 'brit']",1
"['health', 'care', 'law', 'everybodi', 'lower', 'rate', 'better', 'qualiti', 'care', 'better', 'access']",0
"['hillari', 'clinton', 'want', 'wave', 'white', 'flag', 'surrend', 'set', 'date', 'withdraw']",1
"['member', 'congress', 'requir', 'obamacar', 'obama', 'member', 'administr', 'gold-plat', 'health', 'care', 'plan', 'theyr']",1
"['trump', 'health', 'secretari', 'pick', 'want', 'medicar', 'phaseout', 'summer', '2017']",0
"['health', 'insur', 'compani', 'deni', '1', '5', 'treatment', 'prescrib', 'doctor']",0
"['unit', 'state', 'longer', 'top', 'nation', 'globe', 'infrastructur', 'fallen', '15th']",1
"['averag', 'famili', 'spend', 'roughli', '000', 'year', 'energi', 'cost', '. ...', 'like', '000', 'energi', 'tax', 'last', 'seven', 'year', 'three', 'time', 'typic', 'american', 'famili', 'receiv', 'bush', 'tax', 'cut']",1
"['rhode', 'island', 'could', 'tell', 'camper', 'couldnt', 'figur', 'gun']",1
"['say', 'unit', 'state', 'trade', 'much', 'develop', 'nation']",1
"['state', 'agenc', 'want', 'fire', 'employe', 'spent', 'four', 'hour', 'per', 'day', 'watch', 'pornographi', 'state', 'employ', 'commiss', 'reinstat', 'person']",1
"['increas', 'fuel', 'effici', 'standard', '40', '45', 'mile', 'gallon', 'would', 'import', 'zero', 'oil', 'middl', 'east']",1
"['say', 'u', 'senat', 'rival', 'eric', 'hovd', 'refus', 'pay', 'properti', 'tax', 'taken', 'court']",1
"['ted', 'cruz', 'longest-serv', 'solicitor', 'gener', 'histori', 'texa']",1
"['today', 'home', 'sale', 'nearli', '50', 'percent', 'worst', 'crisi']",1
"['poll', 'legal', 'same-sex', 'marriag', 'dramat', 'chang']",0
"['mccain', 'campaign', 'elabor', ""obama'"", 'tie', 'acorn']",0
"['hous', 'health', 'care', 'bill', 'someth', 'like', '2', 'percent', 'peopl', 'would', 'elig', 'even', 'get', 'public', 'option']",0
"['new', 'mexico', 'second', 'hollywood', 'tax', 'incent', 'film', 'industri']",1
"['anywher', 'world', 'someon', 'use', 'mobil', 'phone', 'e-mail', 'internet', 'gp', 'enjoy', 'benefit', 'american', 'miracl']",1
"['say', 'texa', 'republican', 'nomine', 'get', '40', 'percent', 'latino', 'vote', 'averag']",1
"['senat', 'mccain', 'would', 'pay', 'part', 'health', 'care', 'plan', 'make', 'drastic', 'cut', 'medicar', 'billion', 'worth']",0
"['say', 'oregon', 'polit', 'tax', 'credit', 'someth', 'everi', 'state', 'state']",0
"['unit', 'state', 'doesnt', 'highest', 'murder', 'rate', 'among', 'develop', 'countri', 'look', 'russia', 'look', 'brazil', 'countri', '3', '5', 'time', 'higher', 'murder', 'rate', 'unit', 'state']",1
"['presid', 'barack', 'obama', 'polici', 'result', 'ga', 'price', 'reduc', '07', 'per', 'gallon', 'sworn', '2009', '30', 'today']",0
"['marci', 'kaptur', 'fought', 'democrat', 'prescript', 'drug', 'benefit', 'senior', 'denni', 'kucinich', 'vote']",0
"['releas', 'extens', 'financi', 'review', 'anybodi', 'histori', 'polit', 'dont', 'learn', 'much', 'tax', 'return']",0
"['obama', 'administr', 'will', 'leak', 'exist', 'stuxnet', 'comput', 'worm', 'use', 'iran', 'allow', 'enemi', 'learn', 'secret', 'oper']",1
"['susan', 'rice', 'spoke', 'benghazi', 'sunday', 'news', 'show', 'said', 'al-qaida', 'might', 'involv', 'al-qaida', 'affili', 'might', 'involv', 'non-al-qaida', 'libyan', 'extremist', 'think', 'demonstr', 'effort', 'play']",0
"['wisconsin', 'effect', 'unemploy', 'rate', '20', 'percent']",0
"['milwauke', 'polic', 'depart', 'seiz', 'nearli', 'mani', 'firearm', 'year', 'much', 'larger', 'new', 'york', 'citi', 'polic', 'depart']",1
"['congresswoman', 'ros-lehtinen', 'long', 'record', 'vote', 'va', 'backlog', 'fix']",0
"['among', ""obama'"", 'pet', 'project', 'bill', '...', 'would', 'commit', 'u', 'spend', '0.7', 'percent', 'gross', 'nation', 'product', 'foreign', 'aid']",0
"['say', 'presid', 'obama', 'there', 'substanti', 'increas', 'feder', 'govern', 'job']",0
"['second', 'highest', 'corpor', 'tax', 'rate', 'among', 'trade', 'partner']",1
"['say', '100', 'tuition', 'paid', 'everi', 'oregon', 'univers', 'student', 'annual', 'goe', 'pay', 'cost', 'per']",1
"['32,000', 'american', 'lose', 'live', 'gun', 'violenc', 'year']",1
"['transport', 'financ']",1
"['bill', 'cap', 'carbon', 'emiss', 'could', 'cost', 'ohio', '100,000', 'job']",0
"['candid', 'lieuten', 'governor', 'oppos', 'in-stat', 'tuition', 'illeg', 'immigr']",0
"['constitut', 'written', '20', '25', 'percent', 'peopl', 'countri', 'could', 'vote']",1
"['obama', 'propos', '442', 'tax', 'hike', 'sinc', 'take', 'offic']",0
"['say', 'obama', 'flip-flop', 'gas-tax', 'holiday']",0
"['ukrain', 'orang', 'revolut', '2004', 'first', 'color', 'revolut']",0
"['mccollum', 'admit', 'think', 'subprim', 'mortgag', 'crisi', 'big', 'deal', 'tell', 'report', 'thought', 'subprim', 'collaps', 'exagger', 'media', 'investor', 'end', 'world']",0
"['everi', 'month', 'anoth', '50,000', 'u', 'born', 'hispan', 'turn', '18', 'becom', 'elig', 'vote']",1
"['health', ""bill'"", 'plan', 'compar', 'effect', 'research', 'would', 'use', 'govern', 'ration', 'care']",0
"['support', 'first', 'new', 'nuclear', 'power', 'plant', 'three', 'decad']",1
"['gov', 'kasich', 'ohio', 'wage', 'increas', '3', 'billion']",1
"['new', 'carbon', 'regul', 'increas', 'electr', 'bill', 'billion', 'everi', 'year', 'potenti', 'put', 'averag', '224,000', 'peopl', 'work', 'everi', 'year']",0
"['qatari', 'dont', 'realli', 'work']",0
"['new', 'jersey', 'highest', 'properti', 'tax', 'nation', 'littl', 'highest', 'properti', 'tax', 'nation', 'doubl', 'nation', 'averag']",1
"['new', 'tax', 'increas', 'went', 'effect', 'jan', '1', '2015', 'pass', 'afford', 'care', 'act', 'aka', 'obamacar']",0
"['one', 'first', 'state', 'u', 'build', 'sewer', 'bring', 'treatment', 'plant', 'line']",1
"['politifact', 'texa', 'gave', 'david', 'dewhurst', 'tv', 'ad', 'pants-on-fir', 'rate', 'outrag', 'lie']",1
"['issu', 'immigr', 'alon', 'next', 'imposs', 'find', 'polici', 'differ', 'donald', 'trump', 'congressman', 'joe', 'heck']",0
"['say', 'rob', 'portman', 'said', 'auto', 'rescu', 'lousi', 'deal', 'ohio']",1
"[""i'v"", 'alway', 'said', 'offshor', 'drill', 'state', 'still', 'say']",1
"['smog', 'invent', 'lo', 'angel', 'name', 'invent', 'fellow', 'caltech', 'came', 'idea', 'call', 'smog']",1
"['say', 'properti', 'insur', 'rate', 'go', 'rick', 'scott', 'sign', 'bill', 'prevent', 'state', 'regul', 'insur']",0
"['billion', 'extens', 'bush', 'tax', 'cut', 'wealthi', 'goe', '120,000', 'famili']",1
"['john', 'mccain', 'said', 'publicli', 'hillari', 'clinton', 'would', 'make', 'good', 'presid']",1
"['say', 'michel', 'nunn', 'amnesti']",0
"['feder', 'govern', 'order', 'bp', 'pay', 'one', 'six', 'segment', 'sand', 'barrier', 'louisiana']",1
"['recent', 'pass', 'transport', 'fund', 'bill', 'billion-dollar', 'tax', 'increas', 'georgian']",1
"['austin', 'effect', 'impos', 'ban', 'barbecu', 'restaur']",0
"['ron', 'klein', 'sponsor', 'amend', 'specif', 'allow', 'price', 'goug']",0
"['femal', 'student', 'uva', '20', 'percent', 'chanc', 'sexual', 'assault']",0
"['reduc', 'govern', 'workforc', '13,000', '11', 'percent', 'eight', 'year']",1
"['feder', 'law', 'requir', 'hospit', 'treat', 'peopl', 'whether', 'pay', 'someon', 'doesnt', 'health', 'insur', 'go', 'hospit', 'get', 'free', 'care']",0
"['380', 'american', 'kill', '294', 'mass', 'shoot', '2015', 'alon']",1
"['atlanta', 'tea', 'parti', 'co-found', 'debbi', 'dooley', 'want', 'ga', 'tax', 'rais']",1
"['china', 'own', 'bond', 'american']",0
"['nafta', 'allow', 'lot', 'truck', 'mexico', 'exampl', 'leav', '...', 'drive', 'straight', 'without', 'even', 'inspect']",0
"['new', 'health', 'care', 'law', 'first', 'person', 'patient', 'go', 'bureaucrat', 'call', 'panel']",0
"['result', 'welfar', 'reform', 'poverti', 'level', 'went', 'lowest', 'level', 'ever', '...', 'african-american', 'children']",1
"['wisconsin', 'wage', 'declin', 'doubl', 'rate', 'state']",0
"['say', 'barack', 'obama', 'said', 'black', 'male', 'two', 'time', 'like', 'shot', 'law', 'enforc', 'offic', 'white', 'male', 'lie', 'data']",0
"['said', 'higher', 'tax', 'fee']",0
"['governor', 'palin', 'popular', 'governor', 'countri']",1
"[""i'm"", 'pro-lif', ""he'""]",0
"['john', ""mica'"", 'brother', 'oil', 'lobbyist', 'daughter', 'repres', 'natur', 'ga', 'industri']",1
"['last', 'year', 'addit', '81,000', 'page', 'govern', 'regul', 'stack', 'would', 'three-stori', 'build']",0
"['largest', 'number', 'gambler', 'poorest', 'segment', 'popul']",0
"['say', 'gov', 'rick', 'scott', 'cut', 'state', 'fund', 'pb']",1
"['attorney', 'gener', 'eric', 'holder', 'justic', 'depart', 'preclear', 'vote', 'chang', '2011', 'law', 'earli', 'vote', 'florida']",1
"['citi', 'nelson', 'ga', 'quieter', 'mayberri']",1
"['say', 'chri', 'christi', 'fire', '6,000', 'teacher']",1
"['current', 'take', '25', 'year', 'obtain', 'u', 'citizenship', 'legal', 'senat', 'bill', 'would', 'allow', 'immigr', 'came', 'unit', 'state', 'illeg', 'obtain', 'citizenship', '13', 'year']",1
"['homeopathi', 'acupunctur', 'aromatherapi', 'given', 'elev', 'legitimaci', 'afford', 'care', 'act']",1
"['say', 'hurd', 'cosponsor', 'bill', 'would', 'militar', 'border', 'allow', '200', 'mile', 'new', 'road', 'built', 'big', 'bend', 'region', 'cut', 'belov', 'park']",1
"['attorney', 'gener', 'candid', 'brad', 'schimel', 'cahoot', 'wisconsin', 'right', 'life', 'make', 'abort', 'crime', 'wisconsin']",0
"['founder', 'new', 'hampshir', 'came', 'motto', 'live', 'free', 'die']",0
"['econom', 'develop', 'commiss', 'execut', 'director', 'keith', 'stoke', 'sent', 'letter', 'said', 'taxpay', 'never', 'hook', 'bond', '38', 'studio']",1
"['bill', 'mccollum', 'explain', 'lack', 'action', 'mortgag', 'fraud', 'say', ""can't"", 'everyth']",1
"['unit', 'state', 'behind', 'mani', 'countri', 'europ', 'term', 'abil', 'everi', 'kid', 'america', 'get', 'ahead']",1
